gga-miR-456
hsa-miR-339-5p
hsa-miR-33a
hsa-miR-33a*
hsa-miR-33b
hsa-miR-33b*
hsa-miR-340
hsa-miR-340*
hsa-miR-342-3p
hsa-miR-342-5p
hsa-miR-345
hsa-miR-346
hsa-miR-34a
hsa-miR-34a*
hsa-miR-34b
hsa-miR-34b*
hsa-miR-34c-3p
hsa-miR-34c-5p
hsa-miR-361-3p
hsa-miR-361-5p
hsa-miR-362-3p
hsa-miR-362-5p
hsa-miR-363
hsa-miR-363*
hsa-miR-365
hsa-miR-367
hsa-miR-367*
hsa-miR-369-3p
hsa-miR-369-5p
hsa-miR-370
hsa-miR-371-3p
hsa-miR-371-5p
hsa-miR-372
hsa-miR-373
hsa-miR-373*
hsa-miR-374a
hsa-miR-374a*
hsa-miR-374b
hsa-miR-374b*
hsa-miR-375
hsa-miR-376a
hsa-miR-376a*
hsa-miR-376b
hsa-miR-376c
hsa-miR-377
hsa-miR-377*
hsa-miR-378
hsa-miR-378*
hsa-miR-379
hsa-miR-379*
hsa-miR-380
hsa-miR-380*
hsa-miR-381
hsa-miR-382
hsa-miR-383
hsa-miR-384
hsa-miR-409-3p
hsa-miR-409-5p
hsa-miR-410
hsa-miR-411
hsa-miR-411*
hsa-miR-412
hsa-miR-421
hsa-miR-422a
hsa-miR-423-3p
hsa-miR-423-5p
hsa-miR-424
hsa-miR-424*
hsa-miR-425
hsa-miR-425*
hsa-miR-429
hsa-miR-431
hsa-miR-431*
hsa-miR-432
hsa-miR-432*
hsa-miR-433
hsa-miR-448
hsa-miR-449a
hsa-miR-449b
hsa-miR-450a
hsa-miR-450b-3p
hsa-miR-450b-5p
hsa-miR-451
hsa-miR-452
hsa-miR-452*
hsa-miR-453
hsa-miR-454
hsa-miR-454*
hsa-miR-455-3p
hsa-miR-455-5p
hsa-miR-483-3p
hsa-miR-483-5p
hsa-miR-484
hsa-miR-485-3p
hsa-miR-485-5p
hsa-miR-486-3p
hsa-miR-486-5p
hsa-miR-487a
hsa-miR-487b
hsa-miR-488
hsa-miR-488*
hsa-miR-489
hsa-miR-490-3p
hsa-miR-490-5p
hsa-miR-491-3p
hsa-miR-491-5p
hsa-miR-492
hsa-miR-493
hsa-miR-493*
hsa-miR-494
hsa-miR-495
hsa-miR-496
hsa-miR-497
hsa-miR-497*
hsa-miR-498
hsa-miR-499-3p
hsa-miR-499-5p
hsa-miR-500
hsa-miR-500*
hsa-miR-501-3p
hsa-miR-501-5p
hsa-miR-502-3p
hsa-miR-502-5p
hsa-miR-503
hsa-miR-504
hsa-miR-505
hsa-miR-505*
hsa-miR-506
hsa-miR-507
hsa-miR-508-3p
hsa-miR-508-5p
hsa-miR-509-3-5p
hsa-miR-509-3p
hsa-miR-509-5p
hsa-miR-510
hsa-miR-511
hsa-miR-512-3p
hsa-miR-512-5p
hsa-miR-513-3p
hsa-miR-513-5p
hsa-miR-514
hsa-miR-515-3p
hsa-miR-515-5p
hsa-miR-516a-3p
hsa-miR-516a-5p
hsa-miR-516b
hsa-miR-517*
hsa-miR-517a
hsa-miR-517b
hsa-miR-517c
hsa-miR-518a-3p
hsa-miR-518a-5p
hsa-miR-518b
hsa-miR-518c
hsa-miR-518c*
hsa-miR-518d-3p
hsa-miR-518d-5p
hsa-miR-518e
hsa-miR-518e*
hsa-miR-518f
hsa-miR-518f*
hsa-miR-519a
hsa-miR-519b-3p
hsa-miR-519c-3p
hsa-miR-519d
hsa-miR-519e
hsa-miR-519e*
hsa-miR-520a-3p
hsa-miR-520a-5p
hsa-miR-520b
hsa-miR-520c-3p
hsa-miR-520d-3p
hsa-miR-520d-5p
hsa-miR-520e
hsa-miR-520f
hsa-miR-520g
hsa-miR-520h
hsa-miR-521
hsa-miR-522
hsa-miR-523
hsa-miR-524-3p
hsa-miR-524-5p
hsa-miR-525-3p
hsa-miR-525-5p
hsa-miR-526b
hsa-miR-526b*
hsa-miR-532-3p
hsa-miR-532-5p
hsa-miR-539
hsa-miR-541
hsa-miR-541*
hsa-miR-542-3p
hsa-miR-542-5p
hsa-miR-543
hsa-miR-544
hsa-miR-545
hsa-miR-545*
hsa-miR-548a-3p
hsa-miR-548a-5p
hsa-miR-548b-3p
hsa-miR-548b-5p
hsa-miR-548c-3p
hsa-miR-548c-5p
hsa-miR-548d-3p
hsa-miR-548d-5p
hsa-miR-549
hsa-miR-550
hsa-miR-550*
hsa-miR-551a
hsa-miR-551b
hsa-miR-551b*
hsa-miR-552
hsa-miR-553
hsa-miR-554
hsa-miR-555
hsa-miR-556-3p
hsa-miR-556-5p
hsa-miR-557
hsa-miR-558
hsa-miR-559
hsa-miR-560
hsa-miR-561
hsa-miR-562
hsa-miR-563
hsa-miR-564
hsa-miR-565
hsa-miR-566
hsa-miR-567
hsa-miR-568
hsa-miR-569
hsa-miR-570
hsa-miR-571
hsa-miR-572
hsa-miR-573
hsa-miR-574-3p
hsa-miR-574-5p
hsa-miR-575
hsa-miR-576-3p
hsa-miR-576-5p
hsa-miR-577
hsa-miR-578
hsa-miR-579
hsa-miR-580
hsa-miR-581
hsa-miR-582-3p
hsa-miR-582-5p
hsa-miR-583
hsa-miR-584
hsa-miR-585
hsa-miR-586
hsa-miR-587
hsa-miR-588
hsa-miR-589
hsa-miR-589*
hsa-miR-590-3p
hsa-miR-590-5p
hsa-miR-591
hsa-miR-592
hsa-miR-593
hsa-miR-593*
hsa-miR-595
hsa-miR-596
hsa-miR-597
hsa-miR-598
hsa-miR-599
hsa-miR-600
hsa-miR-601
hsa-miR-602
hsa-miR-603
hsa-miR-604
hsa-miR-605
hsa-miR-606
hsa-miR-607
hsa-miR-608
hsa-miR-609
hsa-miR-610
hsa-miR-611
hsa-miR-612
hsa-miR-613
hsa-miR-614
hsa-miR-615-3p
hsa-miR-615-5p
hsa-miR-616
hsa-miR-616*
hsa-miR-617
hsa-miR-618
hsa-miR-619
hsa-miR-620
hsa-miR-621
hsa-miR-622
hsa-miR-623
hsa-miR-624
hsa-miR-624*
hsa-miR-625
hsa-miR-625*
hsa-miR-626
hsa-miR-627
hsa-miR-628-3p
hsa-miR-628-5p
hsa-miR-629
hsa-miR-629*
hsa-miR-630
hsa-miR-631
hsa-miR-632
hsa-miR-633
hsa-miR-634
hsa-miR-635
hsa-miR-636
hsa-miR-637
hsa-miR-638
hsa-miR-639
hsa-miR-640
hsa-miR-641
hsa-miR-642
hsa-miR-643
hsa-miR-644
hsa-miR-645
hsa-miR-646
hsa-miR-647
hsa-miR-648
hsa-miR-649
hsa-miR-650
hsa-miR-651
hsa-miR-652
hsa-miR-653
hsa-miR-654-3p
hsa-miR-654-5p
hsa-miR-655
hsa-miR-656
hsa-miR-657
hsa-miR-658
hsa-miR-659
hsa-miR-660
hsa-miR-661
hsa-miR-662
hsa-miR-663
hsa-miR-665
hsa-miR-668
hsa-miR-671-3p
hsa-miR-671-5p
hsa-miR-672
hsa-miR-674
hsa-miR-675
hsa-miR-7
hsa-miR-7-1*
hsa-miR-7-2*
hsa-miR-708
hsa-miR-708*
hsa-miR-744
hsa-miR-744*
hsa-miR-758
hsa-miR-760
hsa-miR-765
hsa-miR-766
hsa-miR-767-3p
hsa-miR-767-5p
hsa-miR-768-3p
hsa-miR-768-5p
hsa-miR-769-3p
hsa-miR-769-5p
hsa-miR-770-5p
hsa-miR-801
hsa-miR-802
hsa-miR-871
hsa-miR-872
hsa-miR-873
hsa-miR-874
hsa-miR-875-3p
hsa-miR-875-5p
hsa-miR-876-3p
hsa-miR-876-5p
hsa-miR-877
hsa-miR-877*
hsa-miR-885-3p
hsa-miR-885-5p
hsa-miR-886-3p
hsa-miR-886-5p
hsa-miR-887
hsa-miR-888
hsa-miR-888*
hsa-miR-889
hsa-miR-890
hsa-miR-891a
hsa-miR-891b
hsa-miR-892a
hsa-miR-892b
hsa-miR-9
hsa-miR-9*
hsa-miR-920
hsa-miR-921
hsa-miR-922
hsa-miR-923
hsa-miR-924
hsa-miR-92a
hsa-miR-92a-1*
hsa-miR-92a-2*
hsa-miR-92b
hsa-miR-92b*
hsa-miR-93
hsa-miR-93*
hsa-miR-933
hsa-miR-934
hsa-miR-935
hsa-miR-936
hsa-miR-937
hsa-miR-938
hsa-miR-939
hsa-miR-940
hsa-miR-941
hsa-miR-942
hsa-miR-943
hsa-miR-944
hsa-miR-95
hsa-miR-96
hsa-miR-96*
hsa-miR-98
hsa-miR-99a
hsa-miR-99a*
hsa-miR-99b
hsa-miR-99b*
mml-miR-189
mmu-miR-201
mmu-miR-207
mmu-miR-290-3p
mmu-miR-290-5p
mmu-miR-291a-3p
mmu-miR-291a-5p
mmu-miR-291b-3p
mmu-miR-291b-5p
mmu-miR-292-3p
mmu-miR-292-5p
mmu-miR-293
mmu-miR-294
mmu-miR-295
mmu-miR-322
mmu-miR-327
mmu-miR-341
mmu-miR-343
mmu-miR-344
mmu-miR-350
mmu-miR-351
mmu-miR-434-3p
mmu-miR-434-5p
mmu-miR-463
mmu-miR-464
mmu-miR-465a-3p
mmu-miR-465a-5p
mmu-miR-465b-5p
mmu-miR-465c-5p
mmu-miR-466a-3p
mmu-miR-466a-5p
mmu-miR-466b-3-3p
mmu-miR-466b-5p
mmu-miR-466c-5p
mmu-miR-466d-3p
mmu-miR-466d-5p
mmu-miR-466e-5p
mmu-miR-466f-3p
mmu-miR-466f-5p
mmu-miR-466g
mmu-miR-466h
mmu-miR-467a
mmu-miR-467b
mmu-miR-467c
mmu-miR-467d
mmu-miR-467e
mmu-miR-468
mmu-miR-469
mmu-miR-470
mmu-miR-471
mmu-miR-540-3p
mmu-miR-540-5p
mmu-miR-546
mmu-miR-547
mmu-miR-666-3p
mmu-miR-666-5p
mmu-miR-667
mmu-miR-669a
mmu-miR-669b
mmu-miR-669c
mmu-miR-670
mmu-miR-673-3p
mmu-miR-673-5p
mmu-miR-676
mmu-miR-677
mmu-miR-678
mmu-miR-679
mmu-miR-680
mmu-miR-681
mmu-miR-682
mmu-miR-683
mmu-miR-684
mmu-miR-685
mmu-miR-686
mmu-miR-687
mmu-miR-688
mmu-miR-689
mmu-miR-690
mmu-miR-691
mmu-miR-692
mmu-miR-693-3p
mmu-miR-693-5p
mmu-miR-694
mmu-miR-695
mmu-miR-696
mmu-miR-697
mmu-miR-698
mmu-miR-699
mmu-miR-700
mmu-miR-701
mmu-miR-702
mmu-miR-703
mmu-miR-704
mmu-miR-705
mmu-miR-706
mmu-miR-707
mmu-miR-709
mmu-miR-710
mmu-miR-711
mmu-miR-712
mmu-miR-713
mmu-miR-714
mmu-miR-715
mmu-miR-717
mmu-miR-718
mmu-miR-719
mmu-miR-720
mmu-miR-721
mmu-miR-741
mmu-miR-742
mmu-miR-743a
mmu-miR-743b-3p
mmu-miR-743b-5p
mmu-miR-759
mmu-miR-761
mmu-miR-762
mmu-miR-763
mmu-miR-764-3p
mmu-miR-764-5p
mmu-miR-804
mmu-miR-805
mmu-miR-878-3p
mmu-miR-878-5p
mmu-miR-879
mmu-miR-880
mmu-miR-881
mmu-miR-882
mmu-miR-883a-3p
mmu-miR-883a-5p
mmu-miR-883b-3p
mmu-miR-883b-5p
rno-miR-333
rno-miR-336
rno-miR-347
rno-miR-349
rno-miR-352
rno-miR-664
